keyword,sw,positive_occurrences,negative_occurences
it cashtag,0.4445951889651644,72,4
grand,0.6084016065250022,60,2
lolololol,-0.6668411526007956,3,3
and as,0.41048491072719356,16,1
don’t think,0.4766574741137827,39,2
is doing,0.4264406329401676,51,3
going under,-0.8896486967897889,2,8
out if,0.3125256804768438,25,2
your hard,-0.6628650039744796,6,6
for price,0.32803603217421423,26,2
has broken,0.33096556093052126,13,1
wordpress,1.0,28,0
or at,0.41048491072719356,16,1
numbertag buying,0.38638169238870973,15,1
so easily,-0.5882530720071828,4,3
yesterday and,0.5235227355799386,45,2
earlier this,0.37023061797052936,29,2
doubled my,0.6605913234921311,36,1
days now,0.3599938307570252,14,1
position and,0.33096556093052126,13,1
cashtag short,-0.7735801566660824,72,140
stay away,-0.8261465441190392,11,27
everything in,-0.5707693837642815,7,5
adding numbertag,1.0,20,0
forex cashtag,-1.0,0,4
bought that,0.7340122950175694,50,1
trillion,0.4614498717728314,95,5
till futures,-1.0,0,3
for too,0.3599938307570252,14,1
per second,-0.6010662452836936,10,8
of green,0.452962109831533,18,1
said few,-1.0,0,3
show me,0.7944678192393242,70,1
https:/ ww,1.0,24,0
🤷🏻‍♂️,0.38638169238870973,15,1
great fall,-1.0,0,3
to ground,-0.8385800341700621,5,13
wow !,0.49926667775083344,195,9
china ban,0.38638169238870973,15,1
glou glou,-1.0,0,5
cashtag pure,-0.546575167789208,12,8
down there,-0.5508423516510951,6,4
to climb,0.6130870664470991,30,1
cashtag yawn,0.41815284065348585,33,2
are bulls,-0.7386001386280788,5,7
cashtag shorted,-0.8042616563948105,3,6
their platform,1.0,19,0
volume !,1.0,52,0
details,0.5605261238806303,25,1
sure you,-0.6079775438746685,18,15
! follow,0.3599938307570252,14,1
chuck,-0.7063798059533952,5,6
is worth,-0.5291455295730478,46,30
drivers,-0.7639719779296718,5,8
forecasting linktag,-1.0,0,4
go out,0.452962109831533,18,1
new paradigm,-0.7810246313013185,4,7
i remember,0.50397255319231,86,4
is negtag_,-0.5882530720071828,4,3
drop coming,-0.9454947569031982,1,9
is definitely,0.5722646622794828,26,1
wingless turd,-1.0,0,3
whales 🐳,-0.6668411526007956,3,3
did warn,-0.8920975297143242,1,4
best crypto,1.0,21,0
swift,0.33096556093052126,13,1
run when,0.33096556093052126,13,1
bitcoin clashic,-1.0,0,3
advice to,-0.665267278650777,4,4
negtag_recognize,-1.0,0,3
long island,-0.8380060981530074,2,5
breaking out,0.9006523441572816,175,1
m free,-1.0,0,5
cashtag check,0.6050013002114144,216,7
by now,0.5235227355799386,45,2
dont let,0.5054777494347722,21,1
cashtag shes,1.0,22,0
transfer crypto,1.0,24,0
feds will,-0.6668411526007956,3,3
abuse,-0.7569110345086869,2,3
chance at,0.5206215071792827,22,1
numbertag dump,-0.9104912270549623,1,5
📉,-0.8896486967897889,2,8
new bagholders,-0.8629774896379377,1,3
read linktag,0.41048491072719356,16,1
mars,0.7167979200403758,46,1
prelf,1.0,20,0
charge,0.3547389060198104,42,3
numbertag eow,0.5347826218959549,23,1
is cheap,0.3125256804768438,25,2
way is,0.33096556093052126,13,1
numbertag eth,0.47189629024474666,98,5
earned money,-0.7741206492801359,3,5
out their,0.41048491072719356,16,1
alerted,1.0,21,0
up truck,1.0,25,0
that cashtag,0.5928743761822522,176,6
great sign,0.38638169238870973,15,1
upp,1.0,38,0
wedge linktag,-0.8629774896379377,1,3
plateau is,-1.0,0,3
fuck this,-0.5508423516510951,6,4
all hype,-0.6852727053738603,9,10
thousand dollars,-0.7165349290792797,4,5
gdax !,0.6304742720550841,32,1
thoughts on,0.32459672572739323,52,4
pumpers who,-1.0,0,3
for retest,-0.7316397223754122,3,4
fall down,-0.9104912270549623,1,5
ft,-0.8629774896379377,1,3
position to,0.4325969275284307,17,1
is hard,0.41048491072719356,16,1
be patient,0.4924721901521581,83,4
😈😈,-0.5882530720071828,4,3
became resistance,-1.0,0,4
i ever,0.5054777494347722,21,1
this ponzi,-0.8920975297143242,1,4
saying buy,-0.8062277664267054,2,4
that isn’t,-0.6668411526007956,3,3
drop on,-0.5882530720071828,4,3
again tomorrow,-0.615589775930853,6,5
? please,0.5722646622794828,26,1
sandwiches,-0.7569110345086869,2,3
dip 😂😂,-0.8629774896379377,1,3
loss in,-0.665267278650777,4,4
bubble is,-0.7285879996720469,20,28
record i,-0.6668411526007956,3,3
congrats longs,1.0,22,0
mcaffee,-0.5484319463767086,9,6
link,0.7974098372079851,147,2
can easily,0.5206215071792827,22,1
downs,0.6130870664470991,30,1
cashtag n,0.33096556093052126,13,1
needed pullback,-0.6668411526007956,3,3
cashtag buttcoin,-1.0,0,7
hold through,0.38638169238870973,15,1
myself,0.36520330139974805,147,10
is amazing,0.45913852352880774,56,3
numbertag rise,0.38638169238870973,15,1
p amp,-0.626915619318665,8,7
manipulators,0.33096556093052126,13,1
margin sell,-1.0,0,4
fake,-0.5894647275869581,176,151
negtag_change,-0.6668411526007956,3,3
jumped in,1.0,39,0
pts,-0.5508423516510951,6,4
kill you,-0.8629774896379377,1,3
have feeling,0.5371557321839999,47,2
👉,1.0,60,0
ethereum and,1.0,35,0
out yesterday,-0.5882530720071828,4,3
mark it,0.4766574741137827,39,2
counting,0.5605261238806303,25,1
s new,0.5054777494347722,21,1
million in,1.0,26,0
dip !,0.32803044938094245,215,16
timberr,-0.9237297371018244,4,26
take down,0.4325969275284307,17,1
re looking,0.4325969275284307,17,1
in ethereum,1.0,21,0
we go,0.35352636803521587,838,56
way higher,1.0,23,0
more valuable,1.0,19,0
holding strong,0.811084514060516,78,1
exactly like,-0.6639734443552776,5,5
normal quot,-0.8602936246701989,2,6
water and,-0.6668411526007956,3,3
cashtag great,0.33786316432083263,249,18
line !,0.3599938307570252,14,1
by chinese,-0.8629774896379377,1,3
linktag and,0.33096556093052126,13,1
scams,-0.6822117066627913,10,11
smashing,1.0,21,0
cashtag bouncing,0.6673023320733663,37,1
sell fast,-1.0,0,3
christmas gift,0.6914764081612377,41,1
down hard,-0.8602936246701989,2,6
is time,0.5036398604140968,64,3
guys got,-0.626915619318665,8,7
going !,1.0,37,0
measured,0.4717857232851775,19,1
train is,1.0,42,0
is bursting,-0.9232226479868434,1,6
more hours,0.41048491072719356,16,1
bit to,0.452962109831533,18,1
crapcoin,-0.9152036580783633,2,11
bright,0.3889575719532016,46,3
done here,-0.5882530720071828,4,3
t miss,1.0,123,0
pile of,-0.7639719779296718,5,8
vapour,-1.0,0,3
litecoin for,1.0,25,0
is feeling,-0.7569110345086869,2,3
chart you,-0.6668411526007956,3,3
keeps falling,-0.7569110345086869,2,3
ath,0.4886182966435348,544,25
er,0.5013090369084413,42,2
baby !,0.8025812612293214,233,3
bad bad,-0.8629774896379377,1,3
junkies,-0.665267278650777,4,4
this cannot,-0.7316397223754122,3,4
you lose,-0.5442158405443096,31,21
exit this,-0.8629774896379377,1,3
be bloody,-0.8629774896379377,1,3
hitting cashtag,0.41935987889127735,50,3
down she,-0.9237753940371665,5,33
become rich,0.3599938307570252,14,1
purchase this,1.0,21,0
hive,1.0,49,0
lol look,-0.5882530720071828,4,3
add to,0.729926958461648,49,1
is worried,-0.5882530720071828,4,3
cashtag negtag_yet,-1.0,0,5
losses at,-1.0,0,3
walls,0.35442900566700336,172,12
your wallets,-0.665267278650777,4,4
are bag,-1.0,0,3
negtag_bet,-0.7569110345086869,2,3
bittrex is,1.0,22,0
cashtag advice,-0.8629774896379377,1,3
in binance,0.38638169238870973,15,1
slingshot,1.0,29,0
strap,0.6462344445572544,34,1
greed and,-0.8629774896379377,1,3
💩 !,-0.8629774896379377,1,3
us whales,-0.8062277664267054,2,4
negtag_bottom,-0.9454947569031982,1,9
made me,0.6130870664470991,30,1
about shorting,-0.5882530720071828,4,3
in before,0.7826013158114334,134,2
to trap,-0.8920975297143242,1,4
insane !,0.530448998427985,46,2
in blockchain,0.38638169238870973,15,1
it’s over,-0.815793826465272,5,11
rise to,1.0,31,0
too volatile,-0.727630013083827,6,8
hyped,-0.7409508921396346,9,13
tails,-0.5882530720071828,4,3
worst,-0.5425805647046249,61,42
will blow,0.5605261238806303,25,1
so undervalued,1.0,24,0
into new,1.0,26,0
moon we,1.0,30,0
in cryptocurrency,1.0,20,0
thinking bitcoin,-0.8629774896379377,1,3
bth,-1.0,0,3
ball,0.4851707784046902,40,2
bacon,-0.7569110345086869,2,3
cashtag up,0.4849135734252279,426,20
that drop,0.3599938307570252,14,1
ameritrade,0.5605261238806303,25,1
do is,0.4768397551082202,59,3
cashtag moving,0.39231746651045346,110,7
you losers,-0.8629774896379377,1,3
hold tight,0.5013090369084413,42,2
be afraid,0.33096556093052126,13,1
ve sold,-0.6668411526007956,3,3
and cashtag,0.5081147096999099,1180,49
eyes on,0.5206215071792827,22,1
that big,0.3427868649176434,27,2
checkout,0.5605261238806303,25,1
bottle,0.548056428133535,24,1
dip will,0.5054777494347722,21,1
sad,-0.561166554498735,109,82
we don’t,0.5054777494347722,21,1
shift,0.49852735470354465,63,3
to eat,0.6737289119183307,38,1
cashtag cbs,-1.0,0,5
band,0.42889982464152954,34,2
expecting this,0.3599938307570252,14,1
instructions,0.38638169238870973,15,1
cashtag while,0.41450289659730244,83,5
new lows,-0.7639719779296718,5,8
its sad,-1.0,0,4
hot potato,-0.8920975297143242,1,4
crap i,-0.5882530720071828,4,3
out while,-0.8547047014871477,11,34
by government,-0.8027458753023257,4,8
up she,0.33096556093052126,13,1
baghodler,-1.0,0,7
eth,0.36150410492485613,1608,102
proud,0.4885040230662386,82,4
sell signal,-0.8768432673247062,2,7
this always,-0.8380060981530074,2,5
quit my,0.4892415452180471,20,1
patience,0.6100716317080798,253,8
is crypto,0.3547389060198104,42,3
since last,0.6535759760659612,35,1
spring,0.779708917205431,64,1
unregulated,-0.7883234948429152,8,15
do negtag_buy,-0.6618893811456463,7,7
binary,-0.8380060981530074,2,5
many better,-1.0,0,4
movin,1.0,22,0
cashtag korean,-0.6639734443552776,5,5
have cashed,-1.0,0,4
globally,0.452962109831533,18,1
first time,0.5507539686580407,100,4
very slow,-0.6668411526007956,3,3
bubble gonna,-0.8629774896379377,1,3
lending,0.4933825402370701,41,2
opp,0.4264406329401676,51,3
buy opportunity,1.0,44,0
cashtag me,0.4768397551082202,59,3
down fast,-0.753291534561236,4,6
congratulations to,0.38638169238870973,15,1
waay,0.3599938307570252,14,1
fake currency,-0.9454947569031982,1,9
all dip,-0.6668411526007956,3,3
numbertag thousand,-0.5938593152993882,9,7
bull to,-1.0,0,3
falling numbertag,-0.8629774896379377,1,3
cashtag idk,0.452962109831533,18,1
iota,0.5572823254310325,430,16
after big,-0.5625258061800908,10,7
added another,1.0,29,0
bias,0.3599938307570252,14,1
cashtag wish,0.5352215730649165,95,4
numbertag watchers,1.0,160,0
and we’re,1.0,25,0
averaged,1.0,29,0
cap of,0.548056428133535,24,1
history repeat,-0.8629774896379377,1,3
algorithm,-0.6889271048368247,8,9
black monday,-1.0,0,3
greedy fools,-1.0,0,3
potential to,0.4766574741137827,39,2
surges,0.6385427048478118,33,1
holding since,1.0,45,0
china news,0.38638169238870973,15,1
ride,0.3027577570013707,620,48
cashtag overstock,0.3599938307570252,14,1
stories,0.33096556093052126,13,1
badly linktag,-1.0,0,3
numbertag technology,-0.8629774896379377,1,3
perspective and,1.0,20,0
here before,1.0,28,0
you didnt,-0.5882530720071828,4,3
e cheese,-1.0,0,5
hits cashtag,0.30971740689755245,114,9
downfall of,-0.8629774896379377,1,3
wealthy,0.3427868649176434,27,2
real btc,-0.8629774896379377,1,3
flag forming,1.0,39,0
brainwashed,-0.8062277664267054,2,4
gh,-0.7569110345086869,2,3
sell into,-0.6222679317559515,7,6
it time,0.3125256804768438,25,2
💪💪,1.0,24,0
is infinite,-0.8629774896379377,1,3
boner,1.0,19,0
world just,-0.7569110345086869,2,3
are crying,-0.6053849026073074,5,4
be wiped,-1.0,0,5
be fool,0.3599938307570252,14,1
worry guys,-0.7386001386280788,5,7
bull flag,0.9208327595123561,232,1
in future,0.3776385363976987,75,5
buybuybuy,1.0,23,0
numbertag coinbase,0.6036997936124114,29,1
at your,0.4717857232851775,19,1
long for,1.0,30,0
need this,0.6535759760659612,35,1
trezor,1.0,19,0
suspends,-1.0,0,4
manipulating,-0.6199329897537615,15,13
tanks,-0.7408711386821301,11,16
people trading,-0.5882530720071828,4,3
any crypto,1.0,20,0
all alt,0.33096556093052126,13,1
catch up,0.6893578823327583,83,2
of worst,-0.6668411526007956,3,3
eth for,0.6036997936124114,29,1
dead,-0.6819904530634417,103,126
biggest scam,-0.9211144752212642,2,12
was at,0.34181442678789087,96,7
nice to,0.5286640704883026,93,4
silent,0.3599938307570252,14,1
drug,-0.6570073599575251,14,14
be making,0.41048491072719356,16,1
and retail,-0.8629774896379377,1,3
ripple has,0.548056428133535,24,1
i sleep,0.3599938307570252,14,1
that breaks,-0.5508423516510951,6,4
t short,1.0,25,0
swear,0.4491253577678456,36,2
! cashtag,0.33353302668627416,880,62
was scam,-0.8920975297143242,1,4
transfer to,0.4710847957823278,58,3
launderers,-0.9104912270549623,1,5
ve negtag_seen,-0.8268309864242139,3,7
wish,0.31248952718987344,406,31
crypto it,0.452962109831533,18,1
this pyramid,-0.8629774896379377,1,3
miserably,-0.8062277664267054,2,4
is reversal,-0.5882530720071828,4,3
day if,-0.6668411526007956,3,3
you value,-0.6668411526007956,3,3
characteristics,-0.8629774896379377,1,3
sc,1.0,25,0
b c,0.5054777494347722,21,1
major resistance,0.41048491072719356,16,1
their senses,-1.0,0,3
long but,0.452962109831533,18,1
golden,0.5235227355799386,45,2
s short,-0.8062277664267054,2,4
loving it,0.5347826218959549,23,1
shaky,-0.7063798059533952,5,6
fbi,-0.6610141220699497,8,8
out waiting,-0.8920975297143242,1,4
thx,0.7213276301017313,47,1
thanks cashtag,0.4325969275284307,17,1
up boys,1.0,34,0
cashtag mania,-0.7165349290792797,4,5
s will,0.3599938307570252,14,1
bouncing,0.32780992153217386,106,8
unlimited supply,-0.7741206492801359,3,5
cashtag piece,-0.6639734443552776,5,5
before your,-0.8062277664267054,2,4
for lower,-0.5707693837642815,7,5
just needs,0.41048491072719356,16,1
post on,1.0,20,0
help me,0.5605261238806303,25,1
about my,0.4325969275284307,17,1
it falls,-0.626915619318665,8,7
short with,-0.7569110345086869,2,3
sma,-0.8161906379244475,8,18
out below,-0.9583879675072673,3,40
t warn,-0.7316397223754122,3,4
she numbertag,0.3074552067500941,139,11
flush these,-1.0,0,3
time when,0.3599938307570252,14,1
negtag_panic,0.5347826218959549,23,1
this bitch,0.32803603217421423,26,2
much cashtag,0.4892415452180471,20,1
for future,1.0,42,0
danger’,-1.0,0,3
short target,-1.0,0,6
negtag_sustainable,-0.7569110345086869,2,3
let’s make,1.0,25,0
overall bearish,-1.0,0,3
is green,0.5605261238806303,25,1
auto,0.41048491072719356,16,1
crisis,-0.6735695719047711,14,15
all is,0.4717857232851775,19,1
we haven,1.0,20,0
has potential,1.0,31,0
me some,0.6376566320603281,67,2
two months,0.3599938307570252,14,1
reload at,-0.7569110345086869,2,3
very shortly,-0.8920975297143242,1,4
what beast,1.0,22,0
this rocket,0.395246179217781,31,2
huge dump,-0.8571176205591351,4,12
electro tulips,-1.0,0,6
dumping this,-0.9232226479868434,1,6
here since,0.530448998427985,46,2
held numbertag,0.33096556093052126,13,1
even sell,-0.9501455727997011,1,10
of suckers,-0.7569110345086869,2,3
‘,-0.5508423516510951,6,4
to set,0.3547389060198104,42,3
lol people,0.38638169238870973,15,1
casinos,-0.5882530720071828,4,3
crumbling,-0.5882530720071828,4,3
losing your,-0.6668411526007956,3,3
good morning,0.7633141048384647,183,3
forward,0.5172886726143053,136,6
exit at,-0.8629774896379377,1,3
but also,1.0,19,0
of water,-0.6053849026073074,5,4
are that,-0.8629774896379377,1,3
negtag_resistance,1.0,24,0
m up,0.41815284065348585,33,2
and dumb,-0.9104912270549623,1,5
down but,0.4678250592267774,38,2
fidelity,1.0,21,0
litecoin and,1.0,54,0
leaves,1.0,27,0
is off,0.4325969275284307,17,1
of correction,-0.8380060981530074,2,5
for vapour,-1.0,0,3
beanie,-0.7986037510397056,8,16
freak,0.395246179217781,31,2
worse than,-0.7523921421483621,11,17
will change,0.4491253577678456,36,2
cashtag buffett,-1.0,0,3
cashtag bucks,-0.5707693837642815,7,5
cashtag forex,-0.8768432673247062,2,7
any longer,-0.5882530720071828,4,3
easy and,0.5605261238806303,25,1
is asleep,-0.6668411526007956,3,3
this dump,-0.7741206492801359,3,5
mr bear,-0.9232226479868434,1,6
hope we,0.6462344445572544,34,1
cashtag easily,0.4586545420650661,37,2
said yesterday,-0.5882530720071828,4,3
dips and,0.7684934847178584,60,1
pushing this,0.3599938307570252,14,1
nothing can,1.0,21,0
! load,1.0,36,0
anyone buying,-0.5707693837642815,7,5
drop soon,-0.8042616563948105,3,6
higher highs,0.7873696744862865,67,1
numbertag average,0.5054777494347722,21,1
can even,-0.8062277664267054,2,4
consumer,-0.5882530720071828,4,3
week if,0.38638169238870973,15,1
of bids,-0.8629774896379377,1,3
created this,-0.8062277664267054,2,4
cashtag hop,0.5054777494347722,21,1
lose all,-0.7350638104575381,12,17
get it,0.34742607719384805,241,17
every pop,-1.0,0,3
more coin,0.33096556093052126,13,1
and beanie,-1.0,0,3
for huge,0.621999873317919,31,1
looming,-0.5882530720071828,4,3
in later,-0.5327521996266263,11,7
for coinbase,0.3568347420292679,28,2
numbertag investing,-0.8062277664267054,2,4
is sinking,-0.7316397223754122,3,4
pyramid ponzi,-1.0,0,7
be over,0.3638170422967362,87,6
for entry,0.6673023320733663,37,1
and games,-0.7569110345086869,2,3
great !,0.44003862772406804,53,3
christmas predict,-1.0,0,3
founder of,-0.6302924836229653,9,8
nerd,-0.7741206492801359,3,5
would make,0.5605261238806303,25,1
just pump,-0.8920975297143242,1,4
is negtag_good,-0.8380060981530074,2,5
government produced,-1.0,0,3
exciting,0.7023523345631246,88,2
sell so,0.3830205283628975,30,2
it first,0.38638169238870973,15,1
privacy coin,1.0,29,0
by jan,0.3454983656557177,41,3
investing numbertag,-0.8629774896379377,1,3
with some,0.33595541896880493,40,3
cashtag reality,-0.5508423516510951,6,4
back again,0.41048491072719356,16,1
your holding,-0.6053849026073074,5,4
advanced patterns,-1.0,0,3
thankful,0.41815284065348585,33,2
they did,-0.5731991599262914,11,8
cashtag relax,0.7340122950175694,50,1
papas,-1.0,0,11
this manipulated,-1.0,0,3
on both,0.5163655847766233,44,2
anything that,-0.6628650039744796,6,6
max numbertag,-0.5882530720071828,4,3
! crash,-0.8629774896379377,1,3
getting worried,-0.6668411526007956,3,3
to races,1.0,32,0
full force,0.5054777494347722,21,1
me or,1.0,22,0
up again,0.37841126596800345,168,11
ago if,-0.6668411526007956,3,3
any day,0.3454983656557177,41,3
freakin,0.5347826218959549,23,1
protocol,0.4467701339093641,91,5
has left,0.38638169238870973,15,1
broke support,-0.8629774896379377,1,3
safe to,0.5347826218959549,23,1
centralized,-0.6326503653771736,28,26
why buy,-0.5707693837642815,7,5
nxt,0.729926958461648,49,1
dot com,-0.6692324747958518,17,18
neckline,-0.8161906379244475,8,18
fall !,-0.5882530720071828,4,3
heights,0.38638169238870973,15,1
got that,0.4717857232851775,19,1
by noon,0.4325969275284307,17,1
into litecoin,1.0,31,0
bagholders at,-1.0,0,3
expect it,0.5722646622794828,26,1
get on,0.3463614230779269,154,11
are odds,-0.8629774896379377,1,3
pattern as,0.33096556093052126,13,1
also cashtag,1.0,22,0
numbertag down,-0.582660008597942,41,32
shorting,-0.5652289859921474,175,137
ltc litecoin,0.6036997936124114,29,1
! will,0.43921519910223294,35,2
weak hand,1.0,21,0
toilet,-0.788733794498305,9,17
falls to,-0.8062277664267054,2,4
which will,0.3830205283628975,30,2
rejecting,-0.9104912270549623,1,5
more when,0.42889982464152954,34,2
up cashtag,0.38332347491054986,234,15
about what,-0.5484319463767086,9,6
upgrade,0.32609428543404556,39,3
cashtag green,0.8281396295615474,88,1
my wallet,0.3568347420292679,28,2
looking good,0.7056784862358295,232,5
buy another,0.4892415452180471,20,1
im gonna,0.4717857232851775,19,1
tax evasion,-1.0,0,3
cashtag fud,0.33096556093052126,13,1
damn it,0.32803603217421423,26,2
currency how,-0.9104912270549623,1,5
stock scaffolding,-1.0,0,4
fairy coins,-1.0,0,4
cashtag scared,1.0,32,0
trading for,0.452962109831533,18,1
shoulders pattern,-0.6588050013079936,11,11
cant believe,0.4325969275284307,17,1
capital flight,-0.8629774896379377,1,3
come true,0.3599938307570252,14,1
ripping,0.6220995122905112,129,4
bomb,-0.6302924836229653,9,8
days i,0.3427868649176434,27,2
selling before,-0.6668411526007956,3,3
quot bulls,-0.8629774896379377,1,3
very cheap,0.6130870664470991,30,1
belongs,-0.5343200701456489,14,9
nope,-0.5351310944813344,23,15
shares at,1.0,20,0
before crash,-0.7063798059533952,5,6
thin,-0.5796912391203717,25,19
declares,-1.0,0,4
who bought,-0.5577222819013009,87,64
holding numbertag,0.5005994249345757,129,6
goo !,0.6737485381311158,118,3
beer,0.3319916680094358,53,4
iota !,0.41048491072719356,16,1
is hodl,0.4717857232851775,19,1
of new,0.4710847957823278,58,3
happen when,-0.546575167789208,12,8
numbertag 🚀,1.0,24,0
since idol,-1.0,0,3
where do,0.6557701018434591,72,2
negtag_a company,-0.7569110345086869,2,3
wrong or,-1.0,0,3
cashtag fed,-0.5731991599262914,11,8
day !,0.5179693125491944,113,5
cup amp,0.38638169238870973,15,1
kiddies,-0.9104912270549623,1,5
flipping,0.5722646622794828,26,1
coming through,0.33096556093052126,13,1
wolves are,-1.0,0,4
suspend,-0.7569110345086869,2,3
is bad,-0.6237014138602595,17,15
evaporate,-0.8920975297143242,1,4
whales who,-0.8629774896379377,1,3
for cryptocurrency,0.33096556093052126,13,1
bag,-0.6539892760388963,139,153
what goes,-0.7065826210574493,9,11
route,0.41048491072719356,16,1
of consolidation,1.0,27,0
coinbase but,1.0,22,0
too moon,0.4892415452180471,20,1
cashtag negtag_selling,0.7848819090567687,66,1
fall commences,-1.0,0,3
dumped this,-0.7316397223754122,3,4
blockchain linktag,1.0,46,0
days !,1.0,51,0
in june,0.4325969275284307,17,1
throwing in,-0.6668411526007956,3,3
of nothing,-1.0,0,3
to red,-0.8629774896379377,1,3
in cashtag,0.32438830616276443,517,38
volume spike,0.33096556093052126,13,1
to sub,-0.8700817629802696,3,10
popped,-0.5343282402132656,32,21
have nice,0.3599938307570252,14,1
what cashtag,0.6304742720550841,32,1
bearish posts,0.38638169238870973,15,1
see real,-0.7569110345086869,2,3
goes higher,1.0,21,0
many negatives,-0.8629774896379377,1,3
green on,0.4717857232851775,19,1
rights,-0.7316397223754122,3,4
winklevoss,-0.5596507268994919,24,17
and pump,-0.5343200701456489,14,9
cashtag eod,1.0,31,0
divergence in,-0.8629774896379377,1,3
get left,0.7167979200403758,46,1
very careful,-1.0,0,4
death,-0.5970875929338808,46,38
next hour,0.3427868649176434,27,2
top !,-0.5450413931894156,15,10
now only,0.3599938307570252,14,1
cashtag death,-0.7063798059533952,5,6
seeing people,-0.6668411526007956,3,3
train,0.6566334722138324,345,9
btc would,0.41048491072719356,16,1
at major,-0.6668411526007956,3,3
! !🚀🚀,1.0,20,0
kiss of,-1.0,0,3
loading more,1.0,19,0
snake oil,-0.9104912270549623,1,5
spiral,-0.8062277664267054,2,4
can’t break,-0.8062277664267054,2,4
fed !,-0.7569110345086869,2,3
third world,-0.8920975297143242,1,4
negtag_a currency,-0.727630013083827,6,8
still looks,0.38638169238870973,15,1
cashtag inc,-0.9104912270549623,1,5
suicide,-0.7810246313013185,4,7
it take,0.6857999920691883,40,1
more today,1.0,34,0
take advantage,0.6798892495419196,39,1
well oops,-1.0,0,3
it today,0.5206215071792827,22,1
heading lower,-0.9104912270549623,1,5
is fool,-0.7569110345086869,2,3
scared,0.3991293112490724,312,19
lite,0.4577230802951436,211,11
genesis,0.4325969275284307,17,1
to return,-0.7165349290792797,4,5
? answer,-0.5882530720071828,4,3
early this,0.5605261238806303,25,1
be my,0.4892415452180471,20,1
next !,0.6737289119183307,38,1
scoop,0.3053484765304754,37,3
red to,0.33096556093052126,13,1
future and,1.0,20,0
steal all,-1.0,0,4
get used,0.4892415452180471,20,1
getting hacked,-0.7569110345086869,2,3
after futures,0.33096556093052126,13,1
is waking,0.5560615106987576,50,2
in bubbles,-1.0,0,3
year cashtag,1.0,49,0
best investment,1.0,37,0
some good,1.0,41,0
to any,0.3599938307570252,14,1
on binance,0.5867682647939573,232,8
babe,0.38638169238870973,15,1
because it’s,0.38638169238870973,15,1
worth less,-0.6053849026073074,5,4
cool,0.4153469976538759,169,10
poop,-0.6822117066627913,10,11
negtag_inflation,-1.0,0,4
buy i,0.5347826218959549,23,1
folks will,-0.5882530720071828,4,3
bend,-0.6618893811456463,7,7
could short,-0.8951005663524222,3,13
or btc,0.33096556093052126,13,1
please buy,-0.8042616563948105,3,6
terrorists,-0.7165349290792797,4,5
downfall,-0.8062277664267054,2,4
huge bubble,-0.8629774896379377,1,3
viewers,0.6462344445572544,34,1
backs of,-1.0,0,3
in dust,0.6036997936124114,29,1
getting close,0.5833362974794111,27,1
fuck it,0.37023061797052936,29,2
loving,0.7336109117067424,156,3
queue,-0.6053849026073074,5,4
short setup,-1.0,0,9
prefer to,-0.665267278650777,4,4
upward trend,1.0,30,0
started posting,-0.6668411526007956,3,3
shorted cashtag,-1.0,0,4
camel is,-1.0,0,5
cashtag waterfall,-1.0,0,3
replace fiat,-0.7569110345086869,2,3
cashtag 🔥,0.3599938307570252,14,1
week linktag,0.5722646622794828,26,1
own crypto,-0.615589775930853,6,5
this evening,0.452962109831533,18,1
eventual,-0.7386001386280788,5,7
heavy selling,-0.9454947569031982,1,9
today !,0.6090299873946601,252,8
here move,-0.7569110345086869,2,3
pumpers saying,-1.0,0,3
all bulls,-0.6307374877007828,24,22
shutting down,-0.7569110345086869,2,3
this ride,1.0,19,0
in face,0.4325969275284307,17,1
cryptocurrency world,1.0,24,0
units,0.5206215071792827,22,1
surpass,0.7967196926428405,71,1
excuses,-0.8629774896379377,1,3
cashtag !,0.4438872918790399,146,8
cashtag garbage,-0.9571824885474453,2,25
until i,0.3454983656557177,41,3
to flip,0.5054777494347722,21,1
parallel,0.4717857232851775,19,1
buy them,0.6385427048478118,33,1
instrument,-0.7386001386280788,5,7
buttcoin numbertag,-1.0,0,5
bye bye,-0.6924847804785559,34,41
dump !,-0.8533004486351657,8,24
cannot even,-0.7741206492801359,3,5
if still,-1.0,0,3
already started,-0.9104912270549623,1,5
yess,0.7559412512225991,56,1
york,0.4325969275284307,17,1
have bought,1.0,82,0
up all,0.3048972837784486,62,5
selloffs,-0.8629774896379377,1,3
spooky,-0.6668411526007956,3,3
wins race,0.4325969275284307,17,1
chart this,0.452962109831533,18,1
forever and,-0.5508423516510951,6,4
irs is,-0.7569110345086869,2,3
new highs,0.714916210437296,192,4
waking,0.33902385304895327,264,19
shoots,1.0,30,0
area of,-0.7569110345086869,2,3
it fall,-0.615589775930853,6,5
future ?,0.452962109831533,18,1
meltdown,-0.7639719779296718,5,8
buy while,1.0,25,0
everyone’s,1.0,28,0
today linktag,0.5833362974794111,27,1
buy fake,-0.8920975297143242,1,4
another pump,-0.5882530720071828,4,3
get bitcoin,0.38638169238870973,15,1
good !,0.8129570733762492,79,1
people gonna,-0.5882530720071828,4,3
buffalo,-1.0,0,3
back i,0.5347826218959549,23,1
on coinbase,0.322357430474502,570,42
aboard,0.5218948540141259,91,4
search,0.3830205283628975,30,2
morning !,0.7023523345631246,88,2
be taken,-0.6222679317559515,7,6
collapse is,-1.0,0,4
btc if,0.33096556093052126,13,1
scam !,-0.6581694601452992,12,12
